"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"864",7.87733751348045,4.87649725104738,9.86703675015542,-0.182354191622188,-0.182309390880575,0.0999934714935995,0.551253252265095,-0.919669984642529,NA,-0.135680071837507,NA,-0.0800275686750516,0.500348706883974,12,-378.969590060385,787.227315713989,44.7255945487973,5.66075160796413e-11
"960",7.62958496960904,5.69118179157292,9.72631480939515,-0.195086249784245,2.31253619394309,1.14248917502087,0.244788191321962,-1.05479621548004,0.029568030758129,NA,2.77703301157186,-1.02699102065974,0.134225847510791,13,-378.11119365853,788.498249386026,45.9965282208342,2.99843306427371e-11
"480",12.9020807119258,4.94334970558404,13.6709040172717,-0.46639476021822,0.490800469048649,0.202694247841447,0.501686788297943,-1.67251311164667,NA,-0.0966987822684325,0.73590213449576,-0.350142232800602,NA,12,-379.67559542976,788.63932645274,46.1376052875484,2.79421527513858e-11
"896",9.98832174052287,4.78789237472574,11.5187495924828,-0.220695770509041,0.180599686229938,-0.0582563422418063,0.488911025836284,-1.08632906163439,-0.0222845292370134,-0.106193669461559,NA,-0.169684590402607,0.222863135606953,13,-378.721302246956,789.718466562878,47.2167453976863,1.62902430854456e-11
"528",14.8114799819748,4.7451582958457,15.7585286683011,-0.112800348640171,0.080315679701915,-0.115881097493781,0.358155609172387,NA,NA,NA,NA,NA,0.17755879295716,9,-384.480874284441,789.864974375333,47.363253210141,1.51395789721181e-11
"624",16.9783564592182,4.73163276089916,17.6148961530555,-0.135231901049811,0.0545100988932467,0.03135382365021,0.439241665171971,NA,0.31193499496472,0.0194506140138816,NA,NA,0.0413433637713837,11,-383.791928460464,793.983856920929,51.4821357557369,1.93067786347376e-12
"576",28.3826159008146,4.70684132273836,25.8320323602345,-0.584235941003562,-0.491270172167033,0.140018489972737,0.741789087421604,-2.23795545805258,0.0945882211366387,NA,NA,NA,0.367345257805343,11,-384.011886875376,794.423773750752,51.9220525855602,1.5494697117428e-12
"160",42.2988028234251,4.72025514982375,36.3893498091025,-0.60630846388671,-0.387653368607965,0.188222257568179,0.589517455071218,-2.54126292758683,NA,NA,0.793333084414117,NA,NA,10,-385.934759039407,795.476075455863,52.9743542906709,9.15542858533736e-13
"736",22.0399614215094,4.70247764252141,21.1717254637472,-0.438234009582961,-0.435642957273819,-0.108796229591774,0.698200099111459,-1.54001369185001,NA,-0.0874214185841423,-0.561602071996265,NA,0.366540268738879,12,-383.504361207637,796.296858008494,53.7951368433024,6.07362553995179e-13
"544",35.092597129226,4.68530356371586,16.9981098899186,-0.609180076577299,-0.602393958072762,0.175075945675474,0.837820698636026,-2.83196701979807,NA,NA,NA,NA,0.485836355814353,10,-386.457634041833,796.521825460716,54.0201042955239,5.42746399506085e-13
"48",30.6872544047228,4.75056651930347,28.5064407101957,-0.168383708039511,0.0126975518348243,0.0218344310575684,0.414774062401231,NA,0.332270360512104,NA,NA,NA,NA,9,-387.840765402519,796.58475661149,54.0830354462979,5.25934457547753e-13
"640",28.7281488890789,4.70121002498137,26.172431235281,-0.576099078612447,-0.488246988686783,0.120331788027084,0.726570900964483,-2.23466068055609,0.0923726625139304,-0.041305226420135,NA,NA,0.304723178381535,12,-384.034250663418,797.356636920056,54.8549157548636,3.57536139047043e-13
"64",45.1729887322667,4.62628661636957,23.2046656123011,-0.556786745466966,-0.504075030597742,0.0177513244897245,0.621582667491193,-2.57292324976822,0.157332027355284,NA,NA,NA,NA,10,-387.023930118596,797.65441761424,55.1526964490481,3.08075874426534e-13
"672",60.0280143154726,4.62639908685914,49.5548415861362,-0.618541930094624,-0.666952511292251,0.0203742452227434,0.847640354833676,-2.79068289463654,NA,NA,-0.505335665699798,NA,0.523416472518728,11,-385.710041825826,797.820083651651,55.3183624864591,2.83585333952115e-13
"192",54.5239143963936,4.67037872388798,45.5111677447336,-0.561099544543086,-0.428866035556651,0.122330994200468,0.587198624545551,-2.42269974689928,0.146580869152863,NA,0.330954180424072,NA,NA,11,-386.077438715332,798.554877430663,56.0531562654713,1.96392692886218e-13
"224",55.6559656057031,4.69314878568198,46.4285539136515,-0.597387703154496,-0.44293845152928,0.0822402699203137,0.645012321088923,-2.53957414239908,NA,-0.0863066288642551,0.475497118205875,NA,NA,11,-386.196067672253,798.792135344507,56.2904141793149,1.74423671447771e-13
"800",45.3639602850293,4.74860924296331,32.2910297308349,-0.604358455171149,-0.120866652168319,0.196535561185685,0.798038042844519,-2.76544971208294,NA,NA,NA,-0.230990103562617,0.431502944423958,11,-386.21824122724,798.836482454481,56.3347612892888,1.705986425409e-13
"608",33.1469978745455,4.70670573385507,20.5490571702846,-0.594789324057635,-0.584183837521158,0.159085912747139,0.854033689354552,-2.69128158804956,NA,-0.0774946483404085,NA,NA,0.460984191263066,11,-386.336194306395,799.07238861279,56.5706674475982,1.51617454059724e-13
"704",41.4739930878379,4.66064581538051,35.4487929918087,-0.607379803413642,-0.558082319163066,0.0848662100530342,0.754305373246208,-2.58401170293939,0.0804137853010473,NA,-0.148711981217732,NA,0.330712245675871,12,-385.270097234146,799.828330061511,57.3266088963193,1.03895945530751e-13
"240",19.6960151949526,4.34765977882177,19.3166020860002,0.0456533481020957,-0.324377831131625,-0.883887247658929,0.390576765102018,NA,0.478431284567007,0.0204875631024553,-2.8492581731722,NA,NA,11,-387.037139992061,800.474279984123,57.9725588189305,7.52198315218932e-14
"38",31.4607482452355,4.66092653324605,28.6315343087504,0.136007109617145,NA,0.0347767120949305,NA,NA,0.283856320847111,NA,NA,NA,NA,7,-392.464979934927,800.679959869854,58.1782387046616,6.78687009571351e-14
"1008",0.220274411746978,4.69014127242244,2.1801515188856,-0.0554235617166766,-0.198567926627834,-0.95909209566232,0.802979282753575,NA,0.441747004640949,-0.0264081495136294,-4.17543546300685,-0.200437360404549,0.94107487906669,13,-384.369789805646,801.015441680257,58.5137205150651,5.7387933598195e-14
"46",43.5452477335873,4.6900410903421,28.8729204415716,-0.0670121808869372,NA,0.0817607550081042,0.437686082695828,NA,0.435463024181477,NA,NA,NA,NA,8,-391.640473707142,801.566661699999,59.0649405348067,4.35636921814983e-14
"20",49.7820543573524,4.697317060056,28.87945216437,-0.145368583539609,-0.158385676843979,NA,NA,-1.95116416986991,NA,NA,NA,NA,NA,7,-393.152848083622,802.055696167244,59.553975002052,3.41139646734559e-14
"256",59.4321925245392,4.67600686241173,35.8849980918606,-0.560117100880846,-0.479156215868585,0.056382250925154,0.660825862671096,-2.48106391926196,0.129232245391879,-0.0906687120100398,0.170546290483776,NA,NA,12,-386.854949138589,802.998033870399,60.4963127052068,2.12963984187518e-14
"24",48.2243396706246,4.67733078975047,32.8964354649651,-0.170301320258759,-0.159869496679724,-0.155874595903,NA,-1.81060469959783,NA,NA,NA,NA,NA,8,-392.548496869958,803.382708025631,60.8809868604391,1.75701403898104e-14
"768",85.4855125874704,4.63495954455599,69.7354884388577,-0.588909155336536,-0.66466613264408,-0.0216110714867048,0.865340691021119,-2.58291412686139,0.0719050765323861,-0.0699745306284528,-0.699336808890809,NA,0.501249273493497,13,-385.582426183588,803.440714436141,60.9389932709488,1.70678689506939e-14
"11",33.5877699461371,4.60049423988055,20.155708788649,NA,0.109782593335688,NA,0.334444335241007,NA,NA,NA,NA,NA,NA,6,-395.09858045749,803.489468607287,60.9877474420949,1.66568343162736e-14
"880",30.4113770078226,4.78456945983341,28.6095689204343,-0.182678202084741,0.295855903047923,0.102190186985479,0.48335512999553,NA,0.315682287169381,0.00965363345657018,NA,-0.132977974737491,0.146002632126509,12,-387.667093657781,804.622322908781,62.1206017435894,9.45357948157778e-15
"271",29.5927846360141,4.75954620021276,17.6844030141115,NA,1.12776422302231,-0.0772067520562897,0.254950968457373,NA,NA,NA,NA,-0.508751711738771,NA,8,-393.401652008739,805.089018303192,62.5872971379995,7.48608342608278e-15
"74",34.2644174081595,4.66031919838611,19.9768508117035,-0.0571776401931335,NA,NA,0.442224935909497,NA,NA,-0.150058055551504,NA,NA,NA,7,-394.713071269047,805.176142538093,62.6744213729013,7.16697476674184e-15
