"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"480",42.2886492613759,0.388611696750797,30.0031720583655,-1.27993881758826,-11.2542232386355,0.787991377620781,-1.20860734089253,-2.25535711014756,NA,-0.989700834831998,2.71278584498312,-12.59295317644,NA,12,-110.649492777532,250.587121148284,10.9568392014932,0.000409261715650871
"224",33.3882113183894,-1.15275057337928,29.6037405897136,-0.822548392738486,-12.8822233504377,-2.9081042143501,-0.288702996731574,-2.63836763166954,NA,-0.409598223610506,-5.34255104578536,NA,NA,11,-112.119651909383,250.639303818766,11.0090218719748,0.000398721631392772
"558",0.901421703242454,2.92754900306912,4.38733663673529,-0.313432971635211,NA,-0.100508475793776,-1.11403306341935,NA,0.247031932210304,NA,NA,NA,0.146783737336987,9,-114.873089234017,250.649404274485,11.019122327694,0.000396713072410941
"590",0.858473977990698,2.85582342039966,4.38976647928523,-0.249061553782344,NA,-0.353305730324707,-1.24305202418593,NA,NA,-0.112436745329335,NA,NA,-0.102744499222767,9,-114.940130378288,250.783486563027,11.1532046162361,0.000370988897244519
"608",32.2476746889384,0.0630435649024863,28.5031023619998,-0.704625272366794,-9.40795526570072,-0.973844713586062,-0.455542455303057,-2.1169322367659,NA,-0.420938029937108,NA,NA,-0.309190944517988,11,-112.208257508827,250.816515017653,11.1862330708619,0.000364912612927979
"576",44.5447312571637,0.579402977014486,24.2327146703026,-0.197447195590709,-8.43941725839326,0.147664949688536,0.364217226633626,0.13806774597017,0.75173596014118,NA,NA,NA,1.11410804941661,11,-112.221875307481,250.843750614963,11.2134686681718,0.00035997698887918
"10",39.5738969702457,2.26823109523227,26.613069532998,-0.885165130740517,NA,NA,-0.353614260118039,NA,NA,NA,NA,NA,NA,6,-118.800656671675,250.893621035658,11.263339088867,0.000351111873035267
"525",11.9407273749867,2.56715771315267,14.1649930086864,NA,NA,-0.458551458043489,-1.46825064338038,NA,NA,NA,NA,NA,0.138164974406574,7,-117.652857694737,251.055715389475,11.4254334426834,0.000323777879104819
"13",34.6121750345744,2.42834860973127,21.0352322126134,NA,NA,-0.454032109708157,-1.08916230321337,NA,NA,NA,NA,NA,NA,6,-118.923341573638,251.138990839583,11.5087088927918,0.000310573316445001
"720",31.2693274689532,-0.902217185316336,28.6659099420158,-0.135378040333285,-11.5543115856981,-2.60274153339642,-0.667491179812602,NA,NA,-0.420792027835756,-3.79037612697442,NA,-0.516748317893257,11,-112.374361448787,251.148722897573,11.5184409507821,0.000309065728639805
"752",26.0209360228601,-6.12899942724444,11.0789701983283,-0.700409222100455,-26.3446738526657,-10.9507874292554,1.67884338683823,NA,1.8157765848888,0.167069613969345,-31.2191287147503,NA,2.44871065699208,12,-111.011415374211,251.310966341643,11.6806843948516,0.000284983774277197
